"","cell_clustering","CD11c","Tbet","Ly6C","CD62L","Gata3","CD49b","IgM","CD8a","Foxp3","CD5","CD38","CD45R","CD69","F4_80","CD11b_Mac1","CD25_IL2R","Ly6G","CD19","CD3e","ROR_gamma_t","CD206_MMR","CD44","CD4","CD117_ckit","I_A_I_E_MHC_class_II","FceR1a","proportion"
"33",33,0,0,0,0.400585337824314,0,0,0.0785309983099455,0,0,0,0.722430264824851,0.629328616967238,0,0,0,0,0,0.690151105505088,0,0.00505679304262115,0,0.248609496838072,0,0.00428068257939345,0.851840208926844,0.154279844202686,0.34
"34",34,0,0,0,0.347716343533579,0,0,0.346760316562509,0,0,0,0.464460754071563,0.618371822303618,0,0,0,0,0,0.595435530643604,0,0,0,0.244296918540151,0,0,0.76671887699585,0.079763279882598,0.32
"35",35,0,0,0,0.540393827439574,0,0,0.155168617643243,0,0,0,0.631633577906975,0.28626792794574,0,0,0,0,0,0.610320455113832,0,0.670394139851352,0,0.205775300368268,0,0,0.807307653119217,0.113448085559394,0.3
"36",36,0,0,0,0.403916191532865,0,0,0.0669922216986155,0,0,0,0.259435064675019,0.147637340869093,0,0,0,0,0,0.309461288116301,0,0.0203174617356338,0,0.262614949717928,0,0,0.663742115245628,0,0.26
"37",37,0,0,0,0.379169913180341,0,0,0.0851490119482807,0,0,0,0.210440120499431,0.185002434177058,0,0,0,0,0,0.638172903397875,0,0,0,0.251329208602605,0,0,0.716090263079247,0.0192066336705858,0.26
"38",38,0,0,0,0.0123572851394745,0,0,0.0263301722950094,0,0,0,0.669021173674446,0.146348346181314,0,0,0,0,0,0.718848915526518,0,0,0,0.23724954172127,0,0.0039102654792292,0.838256808520283,0.202385450784185,0.45
"39",39,0,0,0,0,0,0,0,0,0,0,0.64766846117956,0.14806844812993,0,0,0,0,0,0.795262480642245,0,0.0313302118099047,0,0.478112890795956,0.0266519152502925,0,0.692915351168316,0,0.23
"40",40,0,0,0,0,0,0,0,0,0,0,0.544797022611909,0.0970357113580083,0,0,0,0,0,0.512482063194317,0,0,0,0.24841372163032,0,0,0.709728093125488,0.00184553526717506,0.47
"41",41,0,0,0,0.044770159811428,0,0,0.664301546153176,0,0,0,0.447663421520255,0.687396196182335,0,0,0,0,0,0.704393728284255,0,0,0,0.345083610971191,0,0,0.744506376487893,0.0387373262848079,0.23
"42",42,0,0,0,0.0314726058150739,0,0,0.421463791988814,0,0,0,0.806861431141279,0.238855959701281,0,0,0,0,0,0.727177510970421,0,0,0,0.290892334963095,0.00386599928344471,0.0707843763513836,0.907576292449774,0.564762009523649,0.31
"43",43,0,0,0,0.539271596454565,0,0,0.449358901263944,0,0,0,0.75074389478546,0.701750014604426,0,0,0,0,0,0.799847217447445,0,0,0,0.257456634848483,0,0.0179651048250262,0.857479369695873,0.176500618375723,0.36
"44",44,0,0,0,0.808509267884283,0,0,0.503596878131126,0,0,0,0.722581274454952,0.643016866613823,0,0,0,0,0,0.806772015732653,0,0.0259283361606101,0,0.242068842964182,0,0,0.828671545363173,0.111312706643921,0.32
"45",45,0,0,0,0.287253505127846,0,0,0.356669142766276,0,0,0,0.688852274139626,0.231906686617492,0,0,0,0,0,0.754145204376127,0,0.0041513407430025,0,0.240709609620055,0,0,0.822651622072804,0.131973141177774,0.35
"46",46,0,0,0,0.439516010755901,0,0,0.530910280331028,0,0,0,0.771269665746883,0.259778735916658,0,0,0,0,0,0.762762543024523,0,0.0399578775774147,0,0.409853354938508,0.0151143107988494,0.0314484912538682,0.866649364804692,0.26321957093946,0.29
"47",47,0,0,0,0.46692561446098,0,0,0.702656554842826,0,0,0,0.805600359503409,0.259754316615869,0,0,0,0,0,0.789875111264867,0,0,0,0.216877132122209,0,0.0469245400588593,0.887259379682354,0.32630366501142,0.33
"48",48,0,0,0,0.649902542219184,0,0,0.656401603923687,0,0,0,0.739471909696866,0.487661176143064,0,0,0,0,0,0.742178772900999,0,0.734204799250007,0,0.283306052343998,0,0,0.834599723100428,0.167728108132734,0.26
"49",49,0,0,0,0.728938723415316,0,0,0.727540462124002,0,0,0,0.869758507420851,0.757026795147446,0,0,0,0,0,0.863758465971375,0,0.0316949809212273,0,0.260481111089679,0.0103292719899934,0.116928472940032,0.931928002685895,0.614619977264031,0.26
"50",50,0,0,0,0.641467072450239,0,0,0.948846464069523,0,0,0,0.745843776146756,0.703673065364611,0,0,0,0,0,0.823689819233819,0,0,0,0.257405623339899,0,0,0.816066013339135,0.113935335352085,0.28
"51",51,0,0,0,0.704347564557624,0,0,0.425538149439662,0,0,0,0.788594431358887,0.217595505203832,0,0,0,0,0,0.762561399088984,0,0.030421323400222,0,0.26238523118358,0.00459820882877017,0.0603787170152292,0.901616443153783,0.515708190425495,0.34
"52",52,0,0,0,0.737275762373054,0,0,0.109584039272332,0,0,0,0.845532256021648,0.660231161616338,0,0,0,0,0,0.815027486771704,0,0.0506119763525925,0,0.277602467459925,0.0105718971519527,0.0837728086062903,0.918063568842784,0.464074404541461,0.27
"53",53,0,0,0,0.410927758349175,0,0,0.112840465232624,0,0,0,0.837895108389453,0.621583258665681,0,0,0,0,0,0.748005508390537,0,0.0667340887215234,0,0.450961115329209,0.0627304164129879,0.121731416296313,0.920621488946504,0.517750067573943,0.21
"54",54,0,0,0,0.413933943542688,0,0,0.0546565698100519,0,0,0,0.620210877361899,0.174000743984976,0,0,0,0,0,0.647682244679532,0,0.0463589201520378,0,0.414851608312946,0.0132800680245018,0,0.795887692274137,0.13474926089676,0.34
"55",55,0,0,0,0.603328117197029,0,0,0.082566199951461,0,0,0,0.744616405685903,0.461788268914845,0,0,0,0,0,0.411115831822841,0,0.0186909594369189,0,0.322730040166298,0.000765580601156597,0.016607615534877,0.865262200079781,0.275443533873889,0.27
"56",56,0,0,0,0.30923420716361,0,0,0.335546407221382,0,0,0,0.588904264872558,0.24664396591433,0,0,0,0,0,0.580740231017918,0,1,0,0.202296379604622,0,0,0.776176699503458,0.0963151490247873,0.05
"57",57,0,0,0,1.12073473101097e-05,0,0,0.0185938954829228,0,0,0,0.508298159452168,0.138829055459058,0,0,0,0,0,0.309714869045878,0,0.0941174816561237,0,0.471916544846884,0.0411664086712538,0,0.771700481470007,0.102679654018814,0.2
"58",58,0,0,0,0.058151159425843,0,0,0.0926994820552442,0,0,0,0.638338381737128,0.676285434170727,0,0,0,0,0,0.610425634850477,0,0.00642560237966872,0,0.371372653531107,0,0,0.792503331859088,0.0664642565766644,0.26
"59",59,0,0,0,0,0,0,0.0147978099438204,0,0,0,0.471739121648432,0.0602141305217428,0,0,0,0,0,0.163841984489813,0,0,0,0.246264452555929,0,0,0.744050170395423,0.0515158785865687,0.42
"60",60,0,0,0,0,0,0,0,0,0,0,0.726659563544467,0.117071648505215,0,0,0,0,0,0.74556994499663,0,0.04346148851659,0,0.440531369805856,0.0168754883765349,0.0178376327103551,0.850093964230893,0.242878780371347,0.32
"61",61,0,0,0,0.0461009599353323,0,0,0.747947336162661,0,0,0,0.858816930988721,0.713161766789387,0,0,0,0,0,0.79481224119335,0,0.042651661195039,0,0.28804547965291,0.0125916192458076,0.0970588443898588,0.928264313446614,0.571696323011616,0.23
"62",62,0,0,0,0.0260309405565121,0,0,0.427158587660163,0,0,0,0.694662477843399,0.565185391956883,0,0,0,0,0,0.330221643939943,0,0,0,0.0538792983359066,0,0.0150340656787051,0.852901116769098,0.226222329474992,0.25
"63",63,0,0,0,0.026066186797686,0,0,0.491170280804434,0,0,0,0.820151482621176,0.638730426048802,0,0,0,0,0,0.772490025693382,0,0.00279056764598433,0,0.0581586730298155,0,0.0761919451407107,0.918946477087122,0.544860258055108,0.27
"64",64,0,0,0,0.325035580644512,0,0,0.467535258210239,0,0,0,0.701228167177043,0.650387989463928,0,0,0,0,0,0.738334160511661,0,0,0,0.0345686006223069,0,0,0.849619788258578,0.165594601839838,0.37
"65",65,0,0,0,0.491238646122214,0,0,0.543494749237055,0,0,0,0.57361552769224,0.283788088794937,0,0,0,0,0,0.633962127849002,0,0.632488382357942,0,0.0371968920186411,0,0,0.776101354727006,0.069190745946893,0.33
"66",66,0,0,0,0.516299813735605,0,0,0.37821319885479,0,0,0,0.714069092008368,0.190689938419289,0,0,0,0,0,0.761235080018908,0,0,0,0.0218842691023831,0,0,0.842089544510099,0.137298309106774,0.39
"67",67,0,0,0,0.521646489600637,0,0,0.515557671963107,0,0,0,0.730057066108449,0.236410340168229,0,0,0,0,0,0.664533767579065,0,0,0,0.0348854129039533,0,0.0478546472941126,0.896454430475773,0.713742764683281,0.32
"68",68,0,0,0,0.475122800348096,0,0,0.802131515019408,0,0,0,0.819425180254542,0.713296981880576,0,0,0,0,0,0.808192824058215,0,0.0669365228398922,0,0.0596078120748136,0,0.0662491906731834,0.907852534715807,0.473241310504067,0.27
"69",69,0,0,0,0.793888134387774,0,0,0.857073407458656,0,0,0,0.819170765742335,0.783768221826409,0,0,0,0,0,0.886780227842803,0,0.0753660062427626,0,0.0675685804681157,0,0.0213355337652856,0.875527090969447,0.204260444810703,0.24
"70",70,0,0,0,0.774939775612479,0,0,0.680951355058651,0,0,0,0.783279892447094,0.228732411335013,0,0,0,0,0,0.814905482049658,0,0.0145866782700171,0,0.0498629340032249,0,0.028864333021014,0.878366979915769,0.350414851552535,0.31
"71",71,0,0,0,0.746401248807152,0,0,0.424311230593221,0,0,0,0.824977344611805,0.694794919630286,0,0,0,0,0,0.835014797350911,0,0.024103219225009,0,0.0526759809863516,0,0.0623172795011837,0.912020603030216,0.471515962311373,0.3
"72",72,0,0,0,0.453392227694491,0,0,0.163488567592289,0,0,0,0.796673825951821,0.653790560482556,0,0,0,0,0,0.675431598381464,0,0.0518309837156355,0,0.0559457997930203,0,0.0911203507813156,0.921483675373714,0.575010934647491,0.25
"73",73,0,0,0,0.713232991299001,0,0,0.0844341210422861,0,0,0,0.801779559540353,0.241633920928889,0,0,0,0,0,0.75084501193863,0,0.0114758989753791,0,0.043495366949265,0,0.0773093460889427,0.908398136669218,0.453146828109995,0.29
"74",74,0,0,0,0.462573834677692,0,0,0.0734230469521705,0,0,0,0.777950651518322,0.154292989187112,0,0,0,0,0,0.712598849162374,0,0.000368038342205379,0,0.263169853737782,0.00164383237203377,0.0705028411158345,0.906608494955655,0.581200742784408,0.32
"75",75,0,0,0,0.603218490296741,0,0,0.0499757199851179,0,0,0,0.431935618126389,0.159727495907582,0,0,0,0,0,0.577481404622898,0,0,0,0.240217811759714,0,0,0.785494452249605,0.108893272683555,0.33
"76",76,0,0,0,0.384684264352177,0,0,0.0472610078531623,0,0,0,0.567256519536768,0.159771302938695,0,0,0,0,0,0.217492233775002,0,0.026946736455236,0,0.269982961518437,0,0,0.789786044404148,0.108835102801192,0.3
"77",77,0,0,0.0774717860649397,0,0,0.0438958898175357,0,0,0,0,0.0588746716899228,0,0,0,0.0125440646333473,0,0,0,0,0.0995881181595509,0,0.358060278333147,0,0,0.356805759669248,0,0.12
"78",78,0,0.450512197011145,0,0,0.231392498694519,0.0273678915199306,0,0,0,0,0.465033573954646,0,0.645019309713661,0,0,0,0,0,0,0.184089023595997,0,0.716255168893085,0.183235295226375,0.307309117462913,0.317565467195901,0,0.21
"79",79,0,0,0,0.0259943912574731,0,0,0.461390784896031,0,0,0,0.694745107060221,0.684183779803143,0,0,0,0,0,0.724365505792887,0,0,0,0.24885293514867,0,0,0.838719841670222,0.122113823065564,0.36
"80",80,0,0,0,0,0,0,0,0,0,0,0.111354790126194,0,0,0,0,0,0,0.130288424206517,0,0,0,0.231115358811724,0,0,0.603936999596729,0,0.37
"81",81,0,0,0,0.0623798651549932,0,0,0.880468568586747,0,0,0,0.775598016121371,0.688691727890156,0,0,0,0,0,0.80212468898284,0,0.0110779510471354,0,0.0882252864871607,0,0.0261503291545335,0.875663018863954,0.257208440207227,0.25
"82",82,0,0,0,0.0209820870537482,0,0,0.671972365764565,0,0,0,0.760641416264779,0.166193107983776,0,0,0,0,0,0.701778212843519,0,0,0,0.0464694164650161,0,0.0191427199918957,0.870399482756193,0.249426698918811,0.36
"83",83,0,0,0,0.0138137982901577,0,0,0.657061077230925,0,0,0,0.62766759157396,0.642633470997491,0,0,0,0,0,0.679911476260597,0,0,0,0.04366112964676,0,0,0.776388463799019,0.0528366786150823,0.35
"84",84,0,0,0,0.340656808978071,0,0,0.747349522782663,0,0,0,0.70149309074793,0.197062499234359,0,0,0,0,0,0.711202041414384,0,0,0,0.0146012395381013,0,0,0.829363051992747,0.167425039752445,0.35
"85",85,0,0,0,0.04924877413502,0,0,0.504956209215536,0,0,0,0.553318496168944,0.28975944215754,0,0,0,0,0,0.586659374414661,0,0,0,0.0743334018020175,0,0.00917483137128013,0.852563374132215,0.675936182300639,0.27
"86",86,0,0,0,0.373587356147857,0,0,0.669452514621975,0,0,0,0.651984751296418,0.642179208010246,0,0,0,0,0,0.414095171875123,0,0.0208964987046404,0,0.0778231146980872,0,0,0.828811694906279,0.167407203845656,0.23
"87",87,0,0,0,0.528477244338265,0,0.692411168299035,0.43535604095728,0,0,0,0.624709539562024,0.290093157078491,0,0,0,0,0,0.664845243602105,0,0.0258055526854726,0,0.115872627613409,0,0,0.803350689377419,0.131204851724367,0.38
"88",88,0,0,0,0.627415926206523,0,0,0.681422373981157,0,0,0,0.621910071608874,0.225612763293267,0,0,0,0,0,0.430054165424786,0,0,0,0.0352128311906677,0,0,0.785745668736985,0.0824107280097625,0.29
"89",89,0,0,0,0.335551182451364,0,0,0.76264211757819,0,0,0,0.680253215475258,0.730700062231352,0,0,0,0,0,0.75123256220511,0,0,0,0.290795481153977,0,0,0.819969433001047,0.121889908287661,0.31
"90",90,0,0,0,0.614435667675062,0,0,0.634437079510238,0,0,0,0.728667016151866,0.664650361223004,0,0,0,0,0,0.737569627580749,0,0,0,0.032336205459394,0,0,0.837448027658206,0.121028278811437,0.39
"91",91,0,0,0,0.76953833588326,0,0,0.409399949908338,0,0,0,0.652524831187017,0.206248023460395,0,0,0,0,0,0.736682107217859,0,0,0,0.0415337608248386,0,0,0.815292086866866,0.0964987831322467,0.38
"92",92,0,0,0,0.681933625255908,0,0,0.0957038120893778,0,0,0,0.67138140071592,0.625602876567482,0,0,0,0,0,0.719938790329102,0,0.00506523901299381,0,0.0535634893273855,0,0,0.827120326539313,0.110619154040884,0.37
"93",93,0,0,0,0.335046125371265,0,0,0.0492355564484404,0,0,0,0.72857587490515,0.168983752506467,0,0,0,0,0,0.697743626908163,0,0,0,0.0310158467955537,0,0.00355354251964082,0.853224681960289,0.163080175497917,0.37
"94",94,0,0,0,0.346865131236791,0,0,0.0313909523582193,0,0,0,0.700072767659143,0.176640800975307,0,0,0,0,0,0.262490392995945,0,0.00430293028853281,0,0.0429355889945721,0,0.0212770455542602,0.866501057780575,0.382899600156273,0.24
"95",95,0,0,0,0.0388129132727039,0,0,0.0473578532760812,0,0,0,0.722527697679966,0.366963277539141,0,0,0,0,0,0.363148122304794,0,0.0223278620436896,0,0.294400567839526,0.00281383473263514,0.0748109716463228,0.888920144186138,0.422337007339821,0.32
"96",96,0,0,0,0.585069956261035,0,0,0.051114987642091,0,0,0,0.45591774257136,0.087533725055691,0,0,0,0,0,0.254724376438707,0,0.00675338736396678,0,0.0336697536668617,0,0,0.729831255506154,0.0191486717791519,0.29
"97",97,0,0,0,0,0,0,0.0170117020391432,0,0,0,0.61903277846335,0.0981202765529344,0,0,0,0,0,0.123633622763933,0,0,0,0.0202966876142813,0,0,0.812112287261885,0.148934082934446,0.36
"98",98,0,0,0,0.0732285091658125,0,0,0.128564653987829,0,0,0,0.535711573961864,0.153336763800694,0,0,0,0,0,0.503809333439768,0,0.627022458687218,0,0.0564764829561106,0,0,0.770888305043751,0.0720670618214072,0.33
"99",99,0,0,0,0,0,0,0.0256910750275762,0,0,0,0.660394272574669,0.0886616695718044,0,0,0,0,0,0.565245238663592,0,0,0,0.00779501272619299,0,0,0.827849650730874,0.113607278355669,0.47
"100",100,0,0,0,0.0157937238859047,0,0,0.0575897348672364,0,0,0,0.676171392410964,0.648118807122783,0,0,0,0,0,0.685131761884045,0,0.0227381824705512,0,0.0714298765357183,0,0.0122468683977214,0.865318620061614,0.224844966543307,0.37
"101",101,0,0,0,0.0835237644653709,0,0,0.927685479094994,0,0,0,0.505669900019974,0.260935930233447,0,0,0,0,0,0.702122446946438,0,0,0,0.315022184040101,0,0,0.612700388732632,0,0.19
"102",102,0,0,0,0.0528160878011976,0,0,0.939741993018123,0,0,0,0.570382791211736,0.228979428303145,0,0,0,0,0,0.717223994343832,0,0,0,0.0598012819661191,0,0,0.734790394933741,0.02735015903659,0.25
"103",103,0,0,0,0.0516312439579447,0,0,0.666267648033453,0,0,0,0.493386073552736,0.242492620003696,0,0,0,0,0,0.585861688948462,0,0,0,0.0637933441025246,0,0,0.565458681019752,0,0.26
"104",104,0,0,0,0.0142869999835892,0,0,0.371422921913075,0,0,0,0.683791269344343,0.180374064035719,0,0,0,0,0,0.735148825709575,0,0,0,0.0369001484683432,0,0,0.818298294745653,0.108976493158646,0.42
"105",105,0,0,0,0.361916515556716,0,0,0.402654090549466,0,0,0,0.53715648408686,0.146612222103045,0,0,0,0,0,0.205961245771595,0,0.00761395035396347,0,0.014750062897928,0,0,0.772454287124634,0.0688005024463731,0.3
"106",106,0,0,0,0.624826437655573,0,0,0.403098244596063,0,0,0,0.7136830816515,0.596610894384901,0,0,0,0,0,0.465628164797625,0,0.0171984556667214,0,0.0955363705178805,0,0,0.848186370106857,0.176845262293459,0.27
"107",107,0,0,0,0.576147729252532,0,0,0.611220988247018,0,0,0,0.523351714104361,0.14037903097651,0,0,0,0,0,0.71904063742894,0,0,0,0.00805354002479565,0,0,0.781742502962146,0.090573746462056,0.42
"108",108,0,0,0,0.618268176157109,0,0,0.901899981918884,0,0,0,0.680266402568281,0.253859273545034,0,0,0,0,0,0.772925519720568,0,0,0,0.0442512237730555,0,0,0.807706867367743,0.100540721094571,0.32
"109",109,0,0,0,0.382149896190262,0,0,0.792143878645123,0,0,0,0.527316540844293,0.664333054524391,0,0,0,0,0,0.757644489746103,0,0,0,0.0437001922686756,0,0,0.763554031633944,0.0417089657866253,0.31
"110",110,0,0,0,0.732400078680356,0,0,0.782701931386157,0,0,0,0.554656056949566,0.620512416182494,0,0,0,0,0,0.786789490089301,0,0.0399014705551684,0,0.0487025920351823,0,0,0.727520954298998,0.00574694900145527,0.25
"111",111,0,0,0,0.556359158667887,0,0,0.369199787167801,0,0,0,0.627231957046279,0.14432340098283,0,0,0,0,0,0.646944410926878,0,0,0,0.23012156108362,0,0,0.802254196853655,0.0936883986232893,0.44
"112",112,0,0,0,0.382956767322986,0,0,0.0861641187327371,0,0,0,0.5097885026982,0.551899496685382,0,0,0,0,0,0.687084341640119,0,0,0,0.0431048615356492,0,0,0.762998150395099,0.0366188542103931,0.34
"113",113,0,0,0,0.605622664697702,0,0,0.0428428524179381,0,0,0,0.687296857832671,0.0982988294646837,0,0,0,0,0,0.464644251422554,0,0,0,0.0539869856361509,0,0,0.839184433503052,0.164408084953395,0.34
"114",114,0,0,0,0.325187842260797,0,0,0.0412178260770434,0,0,0,0.548242587465605,0.0971302814724392,0,0,0,0,0,0.541056809271134,0,0,0,0.225606379042065,0,0,0.797636065771691,0.112316984085423,0.47
