"","cell_clustering","CD11c","Tbet","Ly6C","CD62L","Gata3","CD49b","IgM","CD8a","Foxp3","CD5","CD38","CD45R","CD69","F4_80","CD11b_Mac1","CD25_IL2R","Ly6G","CD19","CD3e","ROR_gamma_t","CD206_MMR","CD44","CD4","CD117_ckit","I_A_I_E_MHC_class_II","FceR1a","proportion"
"214",214,0,0,0,0.011431031947757,0,0,0.164227197317571,0,0,0,0.650717100911632,0.000600626283533947,0,0,0,0,0,0.655936843601374,0,1.20886045534962,0,0.174313694559522,0,0,3.98753691521948,0,0.26
"215",215,0,0,0.0470520134393911,0,0,2.44608313601915,0,0,0,0,0.134492778315634,0,0,0,0,0,0,0,0,0.320154604551001,0,2.3945199037918,0.145113703950264,0,0.272587813014655,0,0.07
"216",216,0,0,0,0.145269103474571,0,0,1.56571568892013,0,0,0,0.410821810934786,0.32145271473176,0,0,0,0,0,1.55976257942177,0,0,0,1.33359894268821,0,0,3.88873057892059,0,0.29
"217",217,0,0.325035164013967,0,0,0.363224361369763,0.0263678363931786,0,0,0,0,2.12962078868747,0,2.74430231192087,0.0761088547228894,0,0,0,0,0,0.653446148687705,0,4.63841019933116,1.68708957808862,2.00154614779735,0.688769841280702,0,0.19
"218",218,0,0.240527229119796,0,0,0.430517495406446,0,0,3.3246307385183,0,0,2.23967108128405,0,1.73193214762866,0,0,0,0,0,2.39065845702011,0.112318529097981,0,1.22682300394857,0,0.247515751281861,0.102282094592473,0,0.19
"219",219,0,0.763828103727218,3.6879994140123,0.263049249061184,0.415022915849942,0,0,3.78295911878519,0,4.15234403435493,0.136970040130209,0,0,0,0,0,0,0,1.28938995174022,0.286065259735715,0,2.52392130433148,0.0692688714945408,0,0,0,0.12
"220",220,0,0.446442906927077,3.69552024116064,3.51044932285666,0.368100803128574,0,0,3.88789899714648,0.00353146057431009,4.35679030856443,0,0,0,0,0,0,0,0,1.26674646243789,0.289134748915268,0,2.48728729678215,0.0388118004455358,0,0,0,0.28
"221",221,6.07622522860986,0,0,1.76791903300209,0,0,1.27486695649683,0,0,0,2.01590897914383,0.575493478040706,0,0,0,0,0,2.09527389824971,0,0.0109562268845,0,0.820775710130717,0,0,5.11604716303212,0.297584837913942,0.14
"222",222,2.14790088822189,0,0,1.75511679159456,0,0,0.340990834347498,0,0,0,1.34579268336581,0.248475950700217,0,0,0,0,0,1.47222751534295,0,0,0,0.450389945309286,0,0,4.61257869831825,0.0698598009909264,0.3
"223",223,3.38946820111407,0,0,0.252402112341216,0,0,0.408888467420665,0,0,0,1.79859490557265,0.347849547398193,0,0,0,0,0,1.61538484335929,0,0,0,0.422783630293212,0,0,4.97952129794756,0.228550591833246,0.3
"224",224,3.30109876285246,0,0,0.796849846093566,0,0,1.87443381708342,0,0,0,0.715399587766113,0.299403425136398,0,0,0,0,0,1.66161191255131,0,0,0,0.3293106772093,0,0,3.88466055157559,0,0.19
"225",225,4.21267386553878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636223819817592,0,0,2.05536610168427,0,0.17
"226",226,2.19218509043295,0,0,0,0,0,0,0,0,0,0.0390497883137781,0,0,0,0,0,0,0.0232382973550965,0,0,0,0.0543269566480973,0,0,2.8825569057849,0,0.25
"227",227,3.43389754477846,0,2.54195068122369,0,0,0.303542680485823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161321586930001,0,0.40450805931814,0,0,0.266693701604402,0,0.14
"228",228,0,0.444416904356741,4.41068940622022,0.228176823945336,0,0,0,0,0,0,0.893278303099955,0,0.531140780536822,0,0,0,0,0,0,0.161340091256022,0,1.16711212272105,0,0,2.83236618644229,0,0.18
"229",229,0,0,3.37126993995066,0,0,0,0,0,0,0,0.149828728563436,0,0,0,0,0,0,0,0,0.0543905651066776,0,0.149699019917028,0,0,0.103282745967346,0,0.22
"230",230,0,0,0,0.265194980986364,0,0,1.86214732391093,0,0,0,0.106283757932706,0.0501694419811015,0,0,0,0,0,1.21052241203671,0,0,0,0.0389920813123406,0,0,0.926524560380853,0,0.09
"231",231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029638827940678,0,0,0,0,0,0,2.68771629720577,0,0.48
"232",232,0,0,0,0,0,0,0,0,0,0,0.120511765693367,0,0,0,0,0,0,0.124772879607745,0,0,0,0,0,0,3.69675771055224,0,0.56
"233",233,0,0,0,0,0,0,0.060431048059807,0,0,0,0.580912101021337,0.126829661836202,0,0,0,0,0,0.379466613850536,0,0,0,0.0696067807844646,0,0,4.68844037368359,0.131450097268762,0.37
"234",234,0,0,0,0,0,0,1.29629834091221,0,0,0,1.35537992153777,0.17470572591232,0,0,0,0,0,0.448975138127942,0,0,0,0.0435971896836998,0,0,4.51986383988353,0.0238293126581829,0.38
"235",235,0.0669886763735285,0,0,0,0,0,0,0,0,0,1.75846876722878,0,0,0.492476105706764,2.81626071896363,0,0,0,0,0.270510730420327,3.15131411739423,2.57392882071492,0.799891882751272,0.215051562300087,5.53775178411111,0.53071756840066,0.17
"236",236,0,0,0,1.50674866361338,0,0,1.41426486176158,0,0,0,2.06261028674125,0.61056112388555,0,0,0.468425471051655,0,0,2.01038924622311,0,0.110992683583084,2.37842610317702,1.53781267681744,0.144893577440734,0,5.08830121681686,0.267176895875906,0.24
"237",237,0,0,0,0,0,0,0,2.81025332806274,0,2.21006719470379,0,0,0,0,0,0,0,0,0.47435122912899,0,0,0.261244144455413,0,0,0,0,0.2
"238",238,0,0.656353506970169,0,0,0.585573257534089,0,0,3.72804143283009,0,4.02539142797708,1.24963547662657,0,0.350323408836166,0,0,0,0,0,0.993432620506703,0.361534094913117,0,3.30453410603632,0.510538043454917,0,0.0464522982210365,0,0.19
"239",239,0,0,2.39334453199558,2.66778128504179,0.014731662582315,0,0,3.39079247651589,0,3.35498664830555,0,0,0,0,0,0,0,0,0.707658349945453,0.0336015052344194,0,1.08440073757491,0,0,0,0,0.21
"240",240,0,0.223349191418517,3.46920378927446,3.39504937360212,0.269569068477633,0,0,3.86612773804003,0,4.11080673144854,0,0,0,0,0,0,0,0,1.49228297754199,0.238202289677561,0,0.739290186235408,0,0,0,0,0.22
