"","cell_clustering","CD117_ckit","CD11b","CD11c","CD19","CD206_MMR","CD25_IL2R","CD38","CD3e","CD4","CD44","CD45R","CD49b","CD5","CD62L_L_selectin","CD69","CD8a","F4_80","FceR1a","Foxp3","Gata3","IA_IE_MHC_class_II","IgM","Ly6C","Ly6G","ROR_gamma_t","Tbet","proportion"
"25",25,0,0,0,0,0,0,0.0213226923390856,0,0.0593422440394698,0.561588848317858,0,0,0,0,0.145426685534752,0,0,0,0,0.0142981374808111,0,0,0,0,0.0466995381792661,0,0.31
"26",26,0.0707382559041195,0,0,0,0,0,0.575762158780248,0,0.0607714037858367,0.586319604665251,0,0,0,0,0.380677672432165,0,0,0,0,0.0784920895949162,0,0,0,0,0.0100057127799038,0.174137898394724,0.2
"27",27,0.231035829443522,0,0,0,0,0.511952684548706,0.160874744939331,0,0.366960092001705,0.859627418441975,0,0,0,0,0.719711405481289,0,0,0,0,0.949197041678912,0,0,0,0,0.0496159789092421,0,0.3
"28",28,0.651560647297278,0,0,0,0,1,0.573464914140848,0,0.345770681929982,0.849406960732284,0,0,0,0,0.362821742926382,0,0,0,0,0.6148491802027,0.0416106388230527,0,0,0,0.0708143130686987,0,0.15
"29",29,0.0193625543205719,0,0,0,0,0,0.0542514138918506,0.602250020812464,0.390564308151076,0.870902942900941,0,0,0.247009045826346,0,0.00759683148996837,0,0,0,0,0.038857807016706,0.0337510357519562,0,0,0,0.580878333646967,0,0.17
"30",30,0.127798984171587,0,0,0,0,0,0.345409776678185,0.977239716942505,0.40203187008834,0.884969997011184,0,0,0.311624298983367,0,0.730526025590442,0,0,0,0,0.026121794420882,0.0158644656728356,0,0,0,0.71925999659245,0.0501644928162067,0.12
"31",31,0.279256917841405,0,0,0,0,0,0.653519663723056,0.775835056860985,0.866754610872532,0.685224506869294,0,0,0.821312871938777,0,0.654529064394312,0,0,0.0614984694577133,0.161136794379962,0.109902572511415,0.0400167640807655,0,0,0,0.0314051192038363,0.070177162500133,0.21
"32",32,0.330923325212154,0,0,0,0,0.308712354241085,0.624384092161542,0.937538136237739,0.892553191715099,0.748317072216095,0,0,1,0,0.759855975352282,0,0,0.321004380385253,0.947190102634549,0.0772985570467893,0.0244496580202045,0,0,0,0.294501805942005,0.454775135607944,0.2
"33",33,0.11938963007575,0,0,0,0,0.187011789657503,0.260764269853314,0.813172170777284,0.750486747050267,0.562777120680304,0,0,0.824828841702761,0,0.650748490307119,0,0,0.0408950667437787,0.910678208943065,0.150879812120615,0.00860954840271682,0,0,0,0.0936325891848938,0.0720034324107599,0.23
"34",34,0.20135813970197,0,0,0,0,0,0.0928555302714135,0.375652682082886,0.832504527664887,0.68555252915014,0,0,0.898025182358431,0,0,0,0,0.101832854336681,0.971110613445531,0.201511438575137,0.0292795286029378,0,0,0,0.132789441094673,0.09804178285897,0.3
"35",35,0.251348170121237,0,0,0.431955181937044,0,0,0.523679550976117,0.494804669543081,0.808685885055857,0.51389511149773,0.0856165880794872,0,0.745896493591099,0.408807120050848,0,0,0,0.204816863976348,0.0265973441907369,0.0512720641091199,0.727819670441958,0.186766558727379,0,0,0.077052305775217,0,0.05
"36",36,0.57884942512535,0,0,0,0,0,0.172402729510485,0.746058573020181,0.999143335191381,0.809162979058831,0,0,0.859882382872923,0,0.0280062237788392,0,0,0.0727853110899148,0.026474567733079,0.146998695420626,0.0919092183979281,0,0,0,0.117919620064582,0.0925881835858672,0.25
"37",37,0.12754181768473,0,0,0,0,0.114235930024483,0,0.451964257473605,0.778798673872752,0.446911786158211,0,0,0.792057696983157,0.784093812452879,0,0,0,0,0.923419801897438,0.13815378585206,0,0,0,0,0,0,0.13
"38",38,0.255202750530062,0,0,0,0,0,0,0.683589184634776,0.860616391396176,0.381444000383291,0,0,0.729822917751071,0.523593287792759,0,0,0,0,0,0.0136063640332003,0,0,0,0,0,0,0.4
"39",39,0.362675508062232,0,0,0,0,0,0,0.752349894170775,0.91807594282049,0.421435352539544,0,0,0.573323069218022,0.859390658775936,0,0,0,0,0,0.0192198602518032,0,0,0,0,0,0,0.42
"40",40,0.364314919501406,0,0,0,0,0,0,0.701986445623855,0.932803850056622,0.513521094212371,0,0,0.818968462562315,0.892715344531667,0,0,0,0.0159216784079803,0,0.0384953155789524,0,0,0,0,0.0184738507168259,0.0001830722873186,0.32
"41",41,0.0730753213336233,1,0.180690686195101,0.0525096886729347,0.604140639773171,0.154245728495148,0,0,0.475850658803727,0.976621448927552,0.0638200079895722,0,0,0.475884999698512,0,0,0.674249698718325,0.0604055315119757,0,0,0.290657059676355,0,0.968439515465313,0,0.184260125336727,0.431733644845299,0.04
"42",42,0.131340161266879,0.820163399388597,0.725517468460864,0,0.789245016202994,0,0.667363047338727,0,0.197569961593551,0.685378021131459,0,0,0,0.0874427202778988,0,0,0.655376383033489,0.37213786023537,0,0,0.935740427336099,0,0,0,0.160034950041637,0,0.16
